grain_id,class,class_frac,area_px,equiv_diam_px,centroid_row,centroid_col,bbox_r0,bbox_c0,bbox_r1,bbox_c1,major_px,minor_px,solidity,frac_Monazite & Xenotime,frac_Zircon,frac_Rutile,frac_Ilmenite,frac_Iron Oxides,frac_Biotite,frac_Quartz,frac_Chromite,frac_Orthoclase,frac_Carpholite,frac_Garnet-Spessartine,frac_Pseudobrookite,frac_Illite,frac_Calderite,frac_Topaz,frac_Tourmaline,frac_Unknown
1109,Quartz,1.0,568,26.89237924411993,1117.1725352112676,2215.975352112676,1101,2195,1132,2234,36.363463666606606,26.51974740697972,0.6835138387484958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,Quartz,1.0,1945,49.7639519583191,1115.2452442159383,2490.389203084833,1092,2457,1140,2531,77.74255484849964,34.43250814619116,0.8369191049913941,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,Quartz,1.0,2749,59.16194307556981,1117.9348854128775,4029.966897053474,1089,3999,1152,4068,66.01966873147884,56.05515880251284,0.8983660130718955,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,Quartz,1.0,1129,37.91421166272614,1128.1355181576616,2016.7670504871567,1109,1994,1148,2043,52.670996269065554,28.832400852428783,0.8724884080370943,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,Quartz,1.0,955,34.870385217575105,1120.6052356020944,2134.2031413612567,1107,2112,1138,2160,48.63830905280418,27.333253680124002,0.8384547848990342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,Quartz,1.0,541,26.245429958408437,1124.6136783733825,3203.6506469500923,1112,3190,1140,3223,34.190635690178624,23.655214791791522,0.7967599410898379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,Quartz,1.0,337,20.71428798138497,1123.940652818991,721.540059347181,1109,711,1141,732,32.38226536873196,14.325012040283356,0.8663239074550129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,Quartz,1.0,301,19.576646877473273,1126.0863787375415,1383.9036544850499,1116,1371,1138,1402,34.48192481664962,16.686021490624633,0.6764044943820224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,Quartz,1.0,669,29.185565874723483,1123.5216741405081,1939.2496263079222,1113,1917,1139,1956,41.682538306682986,22.45435910064625,0.9102040816326531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,Quartz,1.0,511,25.507359866510456,1130.6223091976517,1966.1898238747553,1115,1955,1146,1982,34.8875649048955,20.305467032870762,0.9092526690391459,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
